episode,total_reward,avg_reward_per_decision,epsilon
382,-307740.0,-3239.3684,0.3174
383,-267450.0,-2648.0198,0.3164
384,-284643.0,-2965.0312,0.3155
385,-263087.0,-2684.5612,0.3145
386,-276581.0,-2851.3505,0.3136
387,-250532.0,-2530.6263,0.3126
388,-238899.0,-2514.7263,0.3117
389,-300862.0,-3306.1758,0.3108
390,-251102.0,-2759.3626,0.3098
391,-307322.0,-3377.1648,0.3089
392,-260842.0,-2582.5941,0.308
393,-288374.0,-3003.8958,0.307
394,-284877.0,-3063.1935,0.3061
395,-259870.0,-2624.9495,0.3052
396,-281663.0,-3095.1978,0.3043
397,-293598.0,-3026.7835,0.3034
398,-278877.0,-3064.5824,0.3025
399,-255532.0,-2581.1313,0.3016
400,-264680.0,-2728.6598,0.3007
401,-279538.0,-3071.8462,0.2997
402,-229414.0,-2294.14,0.2989
403,-278545.0,-2842.2959,0.298
404,-251250.0,-2537.8788,0.2971
405,-276791.0,-2661.4519,0.2962
406,-245165.0,-2427.3762,0.2953
407,-262925.0,-2738.8021,0.2944
408,-260050.0,-2766.4894,0.2935
409,-261346.0,-2722.3542,0.2926
410,-237434.0,-2283.0192,0.2918
411,-301323.0,-3171.8211,0.2909
412,-247212.0,-2522.5714,0.29
413,-253604.0,-2614.4742,0.2891
414,-276973.0,-2826.2551,0.2883
415,-289436.0,-3014.9583,0.2874
416,-240559.0,-2248.215,0.2865
417,-257941.0,-2686.8854,0.2857
418,-243948.0,-2197.7297,0.2848
419,-257956.0,-2659.3402,0.284
420,-226758.0,-2201.534,0.2831
421,-249634.0,-2471.6238,0.2823
422,-266713.0,-2749.6186,0.2814
423,-256480.0,-2590.7071,0.2806
424,-242637.0,-2289.0283,0.2797
425,-257711.0,-2454.3905,0.2789
426,-273809.0,-2632.7788,0.2781
427,-284041.0,-2928.2577,0.2772
428,-231945.0,-2467.5,0.2764
429,-258470.0,-2720.7368,0.2756
430,-234723.0,-2419.8247,0.2747
431,-224397.0,-2137.1143,0.2739
432,-254175.0,-2491.9118,0.2731
433,-241265.0,-2461.8878,0.2723
434,-243172.0,-2315.9238,0.2715
435,-273274.0,-2788.5102,0.2706
436,-266403.0,-2664.03,0.2698
437,-251833.0,-2493.396,0.269
438,-238885.0,-2462.732,0.2682
439,-303993.0,-3340.5824,0.2674
440,-266299.0,-2636.6238,0.2666
441,-240557.0,-2429.8687,0.2658
442,-281419.0,-2786.3267,0.265
443,-261605.0,-2590.1485,0.2642
444,-248283.0,-2507.9091,0.2634
445,-239071.0,-2343.8333,0.2626
446,-255798.0,-2557.98,0.2618
447,-241542.0,-2300.4,0.2611
448,-247217.0,-2497.1414,0.2603
449,-250178.0,-2501.78,0.2595
450,-240427.0,-2268.1792,0.2587
451,-267654.0,-2759.3196,0.2579
452,-270938.0,-2913.3118,0.2572
453,-271415.0,-2687.2772,0.2564
454,-278914.0,-2681.8654,0.2556
455,-249356.0,-2468.8713,0.2549
456,-246218.0,-2462.18,0.2541
457,-260637.0,-2743.5474,0.2533
458,-259650.0,-2496.6346,0.2526
459,-236945.0,-2369.45,0.2518
460,-229901.0,-2189.5333,0.2511
461,-240792.0,-2589.1613,0.2503
462,-271294.0,-2633.9223,0.2496
463,-237270.0,-2259.7143,0.2488
464,-266668.0,-2539.6952,0.2481
465,-256898.0,-2400.9159,0.2473
466,-249530.0,-2495.3,0.2466
467,-266524.0,-2747.6701,0.2458
468,-252918.0,-2504.1386,0.2451
469,-255513.0,-2529.8317,0.2444
470,-253290.0,-2435.4808,0.2436
471,-247784.0,-2453.3069,0.2429
472,-258083.0,-2411.9907,0.2422
473,-232373.0,-2192.1981,0.2414
474,-254146.0,-2397.6038,0.2407
475,-261518.0,-2514.5962,0.24
476,-249703.0,-2497.03,0.2393
477,-240966.0,-2409.66,0.2386
478,-257961.0,-2659.3918,0.2378
479,-251737.0,-2420.5481,0.2371
480,-228412.0,-2261.505,0.2364
481,-284112.0,-2785.4118,0.2357
482,-247188.0,-2423.4118,0.235
483,-248663.0,-2281.3119,0.2343
484,-244292.0,-2371.767,0.2336
485,-240990.0,-2409.9,0.2329
486,-283014.0,-2887.898,0.2322
487,-282878.0,-2800.7723,0.2315
488,-271873.0,-2540.8692,0.2308
489,-245879.0,-2387.1748,0.2301
490,-247170.0,-2471.7,0.2294
491,-252559.0,-2428.4519,0.2287
492,-243135.0,-2315.5714,0.228
493,-266284.0,-2636.4752,0.2274
494,-290276.0,-2738.4528,0.2267
495,-240595.0,-2269.7642,0.226
496,-271888.0,-2691.9604,0.2253
497,-282549.0,-2770.0882,0.2246
498,-262919.0,-2629.19,0.224
499,-259227.0,-2618.4545,0.2233
500,-238908.0,-2342.2353,0.2226
501,-262986.0,-2629.86,0.222
502,-233405.0,-2201.934,0.2213
503,-241448.0,-2344.1553,0.2206
504,-255822.0,-2390.8598,0.22
505,-247509.0,-2450.5842,0.2193
506,-263343.0,-2556.7282,0.2187
507,-253587.0,-2369.972,0.218
508,-239050.0,-2320.8738,0.2173
509,-256932.0,-2379.0,0.2167
510,-258837.0,-2641.1939,0.216
511,-246247.0,-2438.0891,0.2154
512,-232882.0,-2197.0,0.2147
513,-242416.0,-2376.6275,0.2141
514,-259021.0,-2514.767,0.2135
515,-275678.0,-2842.0412,0.2128
516,-238616.0,-2410.2626,0.2122
517,-266972.0,-2696.6869,0.2115
518,-234283.0,-2231.2667,0.2109
519,-263355.0,-2581.9118,0.2103
520,-246520.0,-2465.2,0.2096
521,-245625.0,-2339.2857,0.209
522,-228216.0,-2173.4857,0.2084
523,-248291.0,-2434.2255,0.2078
524,-243250.0,-2361.6505,0.2071
525,-243848.0,-2237.1376,0.2065
526,-241907.0,-2395.1188,0.2059
527,-249957.0,-2426.767,0.2053
528,-257119.0,-2623.6633,0.2047
529,-265854.0,-2556.2885,0.2041
530,-237322.0,-2217.9626,0.2034
531,-251632.0,-2443.0291,0.2028
532,-278203.0,-2810.1313,0.2022
533,-238585.0,-2294.0865,0.2016
534,-230698.0,-2330.2828,0.201
535,-255913.0,-2460.7019,0.2004
536,-239061.0,-2255.2925,0.1998
537,-267461.0,-2388.0446,0.1992
538,-241411.0,-2366.7745,0.1986
539,-254026.0,-2352.0926,0.198
540,-241975.0,-2419.75,0.1974
541,-268094.0,-2577.8269,0.1968
542,-254093.0,-2419.9333,0.1962
543,-243656.0,-2277.1589,0.1956
544,-233663.0,-2143.6972,0.1951
545,-231835.0,-2207.9524,0.1945
546,-263306.0,-2438.0185,0.1939
547,-277689.0,-2595.2243,0.1933
548,-236126.0,-2270.4423,0.1927
549,-256378.0,-2489.1068,0.1922
550,-249129.0,-2491.29,0.1916
551,-225253.0,-2085.6759,0.191
552,-251439.0,-2441.1553,0.1904
553,-247887.0,-2383.5288,0.1899
554,-252341.0,-2426.3558,0.1893
555,-244037.0,-2302.2358,0.1887
556,-253219.0,-2507.1188,0.1882
557,-230126.0,-2234.233,0.1876
558,-260640.0,-2391.1927,0.187
559,-243744.0,-2321.3714,0.1865
560,-248529.0,-2280.0826,0.1859
561,-236331.0,-2148.4636,0.1853
562,-221765.0,-2053.3796,0.1848
563,-217979.0,-2095.9519,0.1842
564,-247370.0,-2425.1961,0.1837
565,-229688.0,-2229.9806,0.1831
566,-238529.0,-2229.243,0.1826
567,-236034.0,-2269.5577,0.182
568,-242877.0,-2404.7228,0.1815
569,-224536.0,-1952.487,0.1809
570,-241677.0,-2237.75,0.1804
571,-229094.0,-2082.6727,0.1799
572,-244195.0,-2417.7723,0.1793
573,-228430.0,-2155.0,0.1788
574,-253745.0,-2487.6961,0.1782
575,-247251.0,-2289.3611,0.1777
576,-224302.0,-2096.2804,0.1772
577,-243553.0,-2411.4158,0.1766
578,-240895.0,-2294.2381,0.1761
579,-233157.0,-2139.055,0.1756
580,-229813.0,-2147.785,0.1751
581,-227471.0,-2208.4563,0.1745
582,-222881.0,-2102.6509,0.174
583,-216036.0,-2000.3333,0.1735
584,-238314.0,-2127.8036,0.173
585,-260282.0,-2387.9083,0.1725
586,-242999.0,-2271.0187,0.1719
587,-243704.0,-2437.04,0.1714
588,-218482.0,-1986.2,0.1709
589,-272296.0,-2618.2308,0.1704
590,-248363.0,-2343.0472,0.1699
591,-224826.0,-2161.7885,0.1694
592,-230864.0,-2137.6296,0.1689
593,-243848.0,-2367.4563,0.1684
594,-246539.0,-2325.8396,0.1679
595,-230127.0,-2073.2162,0.1673
596,-240918.0,-2294.4571,0.1668
597,-241497.0,-2391.0594,0.1663
598,-213048.0,-2029.0286,0.1658
599,-275598.0,-2701.9412,0.1653
600,-255147.0,-2577.2424,0.1649
601,-257514.0,-2682.4375,0.1644
602,-227015.0,-2204.0291,0.1639
603,-254806.0,-2426.7238,0.1634
604,-243109.0,-2315.3238,0.1629
605,-243489.0,-2318.9429,0.1624
606,-240574.0,-2167.3333,0.1619
607,-232171.0,-2149.7315,0.1614
608,-209407.0,-1853.1593,0.1609
609,-264481.0,-2543.0865,0.1605
610,-230413.0,-2173.7075,0.16
611,-242649.0,-2451.0,0.1595
612,-243703.0,-2156.6637,0.159
613,-231944.0,-2147.6296,0.1585
614,-228641.0,-2156.9906,0.1581
615,-250004.0,-2427.2233,0.1576
616,-231154.0,-2222.6346,0.1571
617,-230040.0,-2190.8571,0.1566
618,-242877.0,-2335.3558,0.1562
619,-225966.0,-2035.7297,0.1557
620,-243859.0,-2257.9537,0.1552
621,-242305.0,-2222.9817,0.1548
622,-221268.0,-2029.9817,0.1543
623,-260784.0,-2507.5385,0.1538
624,-237591.0,-2241.4245,0.1534
625,-225551.0,-2050.4636,0.1529
626,-230367.0,-2094.2455,0.1525
627,-243912.0,-2217.3818,0.152
628,-248187.0,-2341.3868,0.1516
629,-238826.0,-2191.0642,0.1511
630,-238761.0,-2252.4623,0.1506
631,-229157.0,-2141.6542,0.1502
632,-208674.0,-1914.4404,0.1497
633,-250122.0,-2405.0192,0.1493
634,-258922.0,-2397.4259,0.1488
635,-228654.0,-2059.9459,0.1484
636,-243970.0,-2258.9815,0.148
637,-259116.0,-2540.3529,0.1475
638,-239793.0,-2305.7019,0.1471
639,-243338.0,-2274.1869,0.1466
640,-224008.0,-2153.9231,0.1462
641,-222451.0,-2004.0631,0.1457
642,-239492.0,-2259.3585,0.1453
643,-230933.0,-2138.2685,0.1449
644,-235478.0,-2180.3519,0.1444
645,-259997.0,-2574.2277,0.144
646,-226076.0,-2055.2364,0.1436
647,-237985.0,-2183.3486,0.1431
648,-243512.0,-2234.055,0.1427
649,-258882.0,-2614.9697,0.1423
650,-214560.0,-1915.7143,0.1419
651,-235072.0,-2260.3077,0.1414
652,-224320.0,-2039.2727,0.141
653,-220988.0,-2046.1852,0.1406
654,-254459.0,-2446.7212,0.1402
655,-235284.0,-2198.9159,0.1397
656,-242122.0,-2350.699,0.1393
657,-275425.0,-2598.3491,0.1389
